屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72478>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d1608a62-72bd-41b2-bd03-d41e43fc9fde_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72479>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2ec14a80-8fa0-423e-8c2e-f7feb2eb8be8_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：灰白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72480>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/139dcf25-36c5-4206-b5a5-860067121ea4_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹縣公立動物收容所 ,"('<72481>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0229388a-fd80-4ea4-a5ea-2e027bf01133_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72482>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/13d0e0a4-2fe8-4611-afdc-6a1ddf4523e7_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72483>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9cca3bd6-4294-4def-9d95-1056fdcd79f6_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72484>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cd7d5ad8-ff4d-4283-8080-56e4ebbd8672_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72485>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e3ff99fd-a018-4e19-9860-c344af00800a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72486>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/049dc58a-47c7-4b28-999a-9ece435107b1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72487>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/db67b58a-f822-4d3a-b6b7-1ff6dce95498_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72488>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b541406c-4e06-4bf0-bc4b-cc1062d5281e_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72489>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2d82f54c-d4bd-4a3c-9178-4b5eb0888eff_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<72490>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/35478483-200f-4694-abb6-132e2d613707_org.jpg')"
屬性: 狗,品種：法國鬥牛犬,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺中市動物之家后里園區 ,"('<72491>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8f7075f6-6d98-46bf-bc87-573c410f32b5_org.jpg')"
屬性: 狗,品種：法國鬥牛犬,性別： 公,體型： MEDIUM,顏色：白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺中市動物之家后里園區 ,"('<72492>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a4058f8c-6b16-4a09-90b3-8ea01f4add89_org.jpg')"
屬性: 狗,品種：貴賓,性別： 母,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺中市動物之家后里園區 ,"('<72493>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/58ff464c-510d-4ee3-8bb4-1d436582379f_org.jpg')"
屬性: 狗,品種：臘腸,性別： 公,體型： MEDIUM,顏色：棕色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺中市動物之家后里園區 ,"('<72494>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b386d49a-77d0-4b65-9e81-d9474f71ae3b_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<72495>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/71e26ccb-a050-48b2-90c3-66f50ac288eb_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72496>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f20f3b92-6262-488b-962e-85c151d84c17_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<72497>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ebb23005-1a92-45b0-8ed9-c47c1ff7b271_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72498>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a3da0a0d-3ec3-416f-aeae-29f323ca2902_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72499>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/480510de-d3b9-461a-9f82-eaa86aea2de6_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<72500>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/febe6f1d-eb1d-4466-95ca-91f590be12ec_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<72501>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4522bedb-9401-43de-9fd5-151db0e30176_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：米色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72502>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e2595d4f-9e2c-40c0-8626-adaec58d5f5a_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72503>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5ec39171-3b68-4187-be4a-e0d6f104fcaa_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<72504>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6c1b7249-79f8-49eb-846e-4ece81abf73e_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<72505>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2550bb5d-e294-4ef9-865b-2da3c7d6152b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72506>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/06e3d40b-7951-4023-b96e-8544b6756250_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72507>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0c2bc619-e374-4275-8060-820721fcf70a_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺中市動物之家后里園區 ,"('<72508>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0b012513-54b2-4e1b-b8dd-e653aeffd723_org.jpg')"
屬性: 狗,品種：狼犬,性別： 公,體型： BIG,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72509>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8a0159b1-07ba-4852-895b-8be46a8d6936_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72510>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9df81130-c75a-4a04-8000-a2106616d70c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72511>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/de6c7aa0-2871-40fc-8c0b-1f24753ab9f8_org.jpg')"
屬性: 狗,品種：法國鬥牛犬,性別： 母,體型： SMALL,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72512>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5ce05f27-ee8a-45e7-9906-5856c39dfa5e_org.jpg')"
屬性: 狗,品種：其他犬,性別： 母,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72513>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a69cd91a-198d-4cfa-889b-326a617be942_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72514>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2d024318-3006-4dd3-bedd-3d68fae48657_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<72515>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b2b48475-06b5-4e14-a480-bdfb1c7c1944_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72516>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/96262a64-e08c-4e50-90e2-ba6087f1a959_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<72517>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f6e67164-4a3a-4261-9f9b-9086214e75f8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72518>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b6704f7b-144a-4e45-a3a0-cf132dc013a1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72519>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7e6d8aeb-8bde-4ef7-9a77-8f18158d50ba_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72520>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9f054940-3c71-4bc7-8ab8-c3e55621a472_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 嘉義市動物保護教育園區 ,"('<72521>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/40f9045c-b4d2-400d-814f-0a7b2970a00d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72522>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/90982c06-8c42-442e-a779-47a17ca74c9b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72523>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/afc008b1-aa14-4b3e-862b-1cb66f9e7703_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 嘉義市動物保護教育園區 ,"('<72524>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c44c6edc-d70d-4b53-9770-8c3f13a32521_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：白色,年紀：成年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<72525>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ce2fd361-e03d-4cb8-b8fe-b887abb8666c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 嘉義市動物保護教育園區 ,"('<72526>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3300ac6c-962d-4e03-842c-cde93c42593e_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 嘉義市動物保護教育園區 ,"('<72527>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/dc5633ac-b1f6-4e2c-a907-4f373a77f704_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72528>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9474cad7-afff-4636-80c3-d17245f49720_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：玳瑁色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72529>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ad4b5d0b-48f7-4ec8-828d-f1e80ea72994_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72530>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8d0b4c32-2285-431b-95a1-75708d2612e2_org.jpg')"
屬性: 狗,品種：柴犬,性別： 公,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72531>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1c8b25e1-4e8c-42b9-a17d-db9c3dd393b3_org.jpg')"
屬性: 狗,品種：梗犬,性別： 公,體型： SMALL,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<72532>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/61fdf40e-2bf0-4bd3-b562-353da8037ca0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72533>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72534>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/dc199e7c-213c-4d54-9a28-284c45551329_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<72535>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a4c58bc8-1e2e-4d7d-a089-1a09a1125cc6_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：灰色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<72536>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b73040dc-2099-410c-a33a-a172f50b7caa_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑黃色,年紀：成年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<72537>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1040fcbb-6c67-4865-b38c-1559923e6151_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<72538>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fad908c8-4b0a-4874-b813-0c9505fbe5c4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<72539>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b155afb5-8ce7-4124-b76b-3d3a32c5e09e_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<72540>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3221c8ea-4796-42e3-a17d-8dd8d5e47483_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<72541>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f2e61d47-b246-463e-800c-755606ad9cc4_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<72542>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/24381598-b44f-40e8-bf42-e72f6ce6b21f_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<72543>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6f8a5cee-cbef-44a3-a9da-4147165e9850_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72544>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e8c5af99-c01e-43a6-ad34-e0e0e43eac8c_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72545>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2ef3813d-40f9-43a7-a40a-bdb570c1c2da_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<72546>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7df38885-ff49-4b18-b734-c3a1058cea42_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72547>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/99c5c19d-1670-4eee-b9b6-b99647a51df5_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<72548>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8cfc93c6-71c6-4401-99a4-92745ac185d8_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<72549>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/dd5035cb-5d25-47ea-8632-0d4c945a4a0c_org.JPG')"
